ReportDt,StateCd,RsdsInSrvcDstrctNm,LGANm2020,PrtcpntCnt
30JUN2022,WA,Wheat Belt,Moora (S),40
30JUN2022,WA,Wheat Belt,Narrogin (S),83
30JUN2022,WA,Wheat Belt,Northam (S),227
30JUN2022,WA,Wheat Belt,Pingelly (S),31
30JUN2022,WA,Wheat Belt,Toodyay (S),65
30JUN2022,WA,Wheat Belt,York (S),49
31MAR2022,ACT,ACT,Unincorporated ACT,9162
31MAR2022,ACT,Other,Other,<11
31MAR2022,MIS,Other,Other,17
31MAR2022,NSW,Central Coast,Central Coast (C) (NSW),8956
31MAR2022,NSW,Far West,Balranald (A),46
31MAR2022,NSW,Far West,Broken Hill (C),485
31MAR2022,NSW,Far West,Central Darling (A),37
31MAR2022,NSW,Far West,Wentworth (A),155
31MAR2022,NSW,Hunter New England,Armidale Regional (A),665
31MAR2022,NSW,Hunter New England,Cessnock (C),1977
31MAR2022,NSW,Hunter New England,Dungog (A),237
31MAR2022,NSW,Hunter New England,Glen Innes Severn (A),171
31MAR2022,NSW,Hunter New England,Gunnedah (A),282
31MAR2022,NSW,Hunter New England,Gwydir (A),88
31MAR2022,NSW,Hunter New England,Inverell (A),426
31MAR2022,NSW,Hunter New England,Lake Macquarie (C),6167
31MAR2022,NSW,Hunter New England,Liverpool Plains (A),176
31MAR2022,NSW,Hunter New England,Maitland (C),3407
31MAR2022,NSW,Hunter New England,Mid-Coast (A),2391
31MAR2022,NSW,Hunter New England,Moree Plains (A),240
31MAR2022,NSW,Hunter New England,Muswellbrook (A),461
31MAR2022,NSW,Hunter New England,Narrabri (A),238
31MAR2022,NSW,Hunter New England,Newcastle (C),4948
31MAR2022,NSW,Hunter New England,Port Stephens (A),1974
31MAR2022,NSW,Hunter New England,Singleton (A),581
31MAR2022,NSW,Hunter New England,Tamworth Regional (A),1664
31MAR2022,NSW,Hunter New England,Tenterfield (A),115
31MAR2022,NSW,Hunter New England,Upper Hunter Shire (A),233
31MAR2022,NSW,Hunter New England,Uralla (A),117
31MAR2022,NSW,Hunter New England,Walcha (A),36
31MAR2022,NSW,Illawarra Shoalhaven,Kiama (A),293
31MAR2022,NSW,Illawarra Shoalhaven,Shellharbour (C),1805
31MAR2022,NSW,Illawarra Shoalhaven,Shoalhaven (C),2588
31MAR2022,NSW,Illawarra Shoalhaven,Wollongong (C),4511
31MAR2022,NSW,Mid North Coast,Bellingen (A),293
31MAR2022,NSW,Mid North Coast,Coffs Harbour (C),1998
31MAR2022,NSW,Mid North Coast,Kempsey (A),1063
31MAR2022,NSW,Mid North Coast,Nambucca Valley (A),548
31MAR2022,NSW,Mid North Coast,Port Macquarie-Hastings (A),2595
31MAR2022,NSW,Murrumbidgee,Albury (C),1711
31MAR2022,NSW,Murrumbidgee,Berrigan (A),164
31MAR2022,NSW,Murrumbidgee,Bland (A),67
31MAR2022,NSW,Murrumbidgee,Carrathool (A),24
31MAR2022,NSW,Murrumbidgee,Coolamon (A),84
31MAR2022,NSW,Murrumbidgee,Cootamundra-Gundagai Regional (A),263
31MAR2022,NSW,Murrumbidgee,Edward River (A),212
31MAR2022,NSW,Murrumbidgee,Federation (A),252
31MAR2022,NSW,Murrumbidgee,Greater Hume Shire (A),250
31MAR2022,NSW,Murrumbidgee,Griffith (C),453
31MAR2022,NSW,Murrumbidgee,Hay (A),46
31MAR2022,NSW,Murrumbidgee,Hilltops (A),441
31MAR2022,NSW,Murrumbidgee,Junee (A),140
31MAR2022,NSW,Murrumbidgee,Leeton (A),211
31MAR2022,NSW,Murrumbidgee,Lockhart (A),78
31MAR2022,NSW,Murrumbidgee,Murray River (A),187
31MAR2022,NSW,Murrumbidgee,Murrumbidgee (A),46
31MAR2022,NSW,Murrumbidgee,Narrandera (A),128
31MAR2022,NSW,Murrumbidgee,Snowy Valleys (A),316
31MAR2022,NSW,Murrumbidgee,Temora (A),120
31MAR2022,NSW,Murrumbidgee,Wagga Wagga (C),1711
31MAR2022,NSW,Nepean Blue Mountains,Blue Mountains (C),1923
31MAR2022,NSW,Nepean Blue Mountains,Hawkesbury (C),1308
31MAR2022,NSW,Nepean Blue Mountains,Lithgow (C),506
31MAR2022,NSW,Nepean Blue Mountains,Penrith (C),5473
31MAR2022,NSW,North Sydney,Hornsby (A),2252
31MAR2022,NSW,North Sydney,Hunters Hill (A),162
31MAR2022,NSW,North Sydney,Ku-ring-gai (A),1308
31MAR2022,NSW,North Sydney,Lane Cove (A),414
31MAR2022,NSW,North Sydney,Mosman (A),205
31MAR2022,NSW,North Sydney,North Sydney (A),507
31MAR2022,NSW,North Sydney,Northern Beaches (A),3110
31MAR2022,NSW,North Sydney,Ryde (C),1989
31MAR2022,NSW,North Sydney,Willoughby (C),763
31MAR2022,NSW,Northern NSW,Ballina (A),1194
31MAR2022,NSW,Northern NSW,Byron (A),515
31MAR2022,NSW,Northern NSW,Clarence Valley (A),1269
31MAR2022,NSW,Northern NSW,Kyogle (A),233
31MAR2022,NSW,Northern NSW,Lismore (C),1496
31MAR2022,NSW,Northern NSW,Richmond Valley (A),705
31MAR2022,NSW,Northern NSW,Tweed (A),2138
31MAR2022,NSW,Other,Other,42
31MAR2022,NSW,South Eastern Sydney,Bayside (A),2322
31MAR2022,NSW,South Eastern Sydney,Georges River (A),2038
31MAR2022,NSW,South Eastern Sydney,Randwick (C),1843
31MAR2022,NSW,South Eastern Sydney,Sutherland Shire (A),3376
31MAR2022,NSW,South Eastern Sydney,Waverley (A),594
31MAR2022,NSW,South Eastern Sydney,Woollahra (A),367
31MAR2022,NSW,South Western Sydney,Camden (A),2456
31MAR2022,NSW,South Western Sydney,Campbelltown (C) (NSW),4662
31MAR2022,NSW,South Western Sydney,Canterbury-Bankstown (A),6547
31MAR2022,NSW,South Western Sydney,Fairfield (C),3751
31MAR2022,NSW,South Western Sydney,Liverpool (C),4693
31MAR2022,NSW,South Western Sydney,Wingecarribee (A),948
31MAR2022,NSW,South Western Sydney,Wollondilly (A),1072
31MAR2022,NSW,Southern NSW,Bega Valley (A),732
31MAR2022,NSW,Southern NSW,Eurobodalla (A),903
31MAR2022,NSW,Southern NSW,Goulburn Mulwaree (A),898
31MAR2022,NSW,Southern NSW,Queanbeyan-Palerang Regional (A),1115
31MAR2022,NSW,Southern NSW,Snowy Monaro Regional (A),335
31MAR2022,NSW,Southern NSW,Upper Lachlan Shire (A),129
31MAR2022,NSW,Southern NSW,Yass Valley (A),309
31MAR2022,NSW,Sydney,Burwood (A),467
31MAR2022,NSW,Sydney,Canada Bay (A),974
31MAR2022,NSW,Sydney,Inner West (A),2362
31MAR2022,NSW,Sydney,Strathfield (A),511
31MAR2022,NSW,Sydney,Sydney (C),1971
31MAR2022,NSW,Western NSW,Bathurst Regional (A),1098
31MAR2022,NSW,Western NSW,Blayney (A),136
31MAR2022,NSW,Western NSW,Bogan (A),40
31MAR2022,NSW,Western NSW,Bourke (A),79
31MAR2022,NSW,Western NSW,Cabonne (A),204
31MAR2022,NSW,Western NSW,Cobar (A),75
31MAR2022,NSW,Western NSW,Coonamble (A),141
31MAR2022,NSW,Western NSW,Cowra (A),305
31MAR2022,NSW,Western NSW,Dubbo Regional (A),1377
31MAR2022,NSW,Western NSW,Forbes (A),209
31MAR2022,NSW,Western NSW,Gilgandra (A),114
31MAR2022,NSW,Western NSW,Lachlan (A),117
31MAR2022,NSW,Western NSW,Mid-Western Regional (A),533
31MAR2022,NSW,Western NSW,Narromine (A),144
31MAR2022,NSW,Western NSW,Oberon (A),80
31MAR2022,NSW,Western NSW,Orange (C),1271
31MAR2022,NSW,Western NSW,Parkes (A),306
31MAR2022,NSW,Western NSW,Walgett (A),93
31MAR2022,NSW,Western NSW,Warren (A),53
31MAR2022,NSW,Western NSW,Warrumbungle Shire (A),217
31MAR2022,NSW,Western NSW,Weddin (A),63
31MAR2022,NSW,Western Sydney,Blacktown (C),8137
31MAR2022,NSW,Western Sydney,Cumberland (A),4298
31MAR2022,NSW,Western Sydney,Parramatta (C),3623
31MAR2022,NSW,Western Sydney,The Hills Shire (A),2521
31MAR2022,NT,Barkly,Barkly (R),162
31MAR2022,NT,Central Australia,Alice Springs (T),631
31MAR2022,NT,Central Australia,Central Desert (R),60
31MAR2022,NT,Central Australia,MacDonnell (R),92
31MAR2022,NT,Darwin Remote,Roper Gulf (R),96
31MAR2022,NT,Darwin Remote,Tiwi Islands (R),118
31MAR2022,NT,Darwin Remote,Victoria Daly (R),23
31MAR2022,NT,Darwin Remote,West Arnhem (R),144
31MAR2022,NT,Darwin Remote,West Daly (R),63
31MAR2022,NT,Darwin Urban,Darwin (C),1472
31MAR2022,NT,Darwin Urban,Litchfield (M),319
31MAR2022,NT,Darwin Urban,Palmerston (C),970
31MAR2022,NT,East Arnhem,East Arnhem (R),210
31MAR2022,NT,Katherine,Katherine (T),217
31MAR2022,NT,Other,Other,54
31MAR2022,NT,Unincorporated NT,Unincorporated NT,130
31MAR2022,OT,Other Territories,Unincorp. Other Territories,43
31MAR2022,QLD,Beenleigh,Logan (C),7995
31MAR2022,QLD,Beenleigh,Redland (C),3428
31MAR2022,QLD,Brisbane,Brisbane (C),20104
31MAR2022,QLD,Bundaberg,Bundaberg (R),3115
31MAR2022,QLD,Caboolture/Strathpine,Moreton Bay (R),11585
31MAR2022,QLD,Cairns,Aurukun (S),42
31MAR2022,QLD,Cairns,Cairns (R),3289
31MAR2022,QLD,Cairns,Cassowary Coast (R),521
31MAR2022,QLD,Cairns,Cook (S),40
31MAR2022,QLD,Cairns,Douglas (S),153
31MAR2022,QLD,Cairns,Hope Vale (S),27
31MAR2022,QLD,Cairns,Kowanyama (S),28
31MAR2022,QLD,Cairns,Mareeba (S),364
31MAR2022,QLD,Cairns,Northern Peninsula Area (R),47
31MAR2022,QLD,Cairns,Tablelands (R),505
31MAR2022,QLD,Cairns,Torres (S),47
31MAR2022,QLD,Cairns,Torres Strait Island (R),41
31MAR2022,QLD,Cairns,Weipa (T),57
31MAR2022,QLD,Cairns,Yarrabah (S),61
31MAR2022,QLD,Ipswich,Ipswich (C),6244
31MAR2022,QLD,Ipswich,Lockyer Valley (R),873
31MAR2022,QLD,Ipswich,Scenic Rim (R),868
31MAR2022,QLD,Ipswich,Somerset (R),604
31MAR2022,QLD,Mackay,Isaac (R),208
31MAR2022,QLD,Mackay,Mackay (R),2712
31MAR2022,QLD,Mackay,Whitsunday (R),559
31MAR2022,QLD,Maroochydore,Gympie (R),1638
31MAR2022,QLD,Maroochydore,Noosa (S),848
31MAR2022,QLD,Maroochydore,Sunshine Coast (R),6903
31MAR2022,QLD,Maryborough,Cherbourg (S),57
31MAR2022,QLD,Maryborough,Fraser Coast (R),3206
31MAR2022,QLD,Maryborough,North Burnett (R),197
31MAR2022,QLD,Maryborough,South Burnett (R),969
31MAR2022,QLD,Other,Other,138
31MAR2022,QLD,Robina,Gold Coast (C),11090
31MAR2022,QLD,Rockhampton,Banana (S),264
31MAR2022,QLD,Rockhampton,Barcaldine (R),39
31MAR2022,QLD,Rockhampton,Central Highlands (R) (Qld),479
31MAR2022,QLD,Rockhampton,Gladstone (R),1637
31MAR2022,QLD,Rockhampton,Livingstone (S),763
31MAR2022,QLD,Rockhampton,Longreach (R),57
31MAR2022,QLD,Rockhampton,Rockhampton (R),2678
31MAR2022,QLD,Rockhampton,Woorabinda (S),29
31MAR2022,QLD,Toowoomba,Balonne (S),59
31MAR2022,QLD,Toowoomba,Goondiwindi (R),188
31MAR2022,QLD,Toowoomba,Maranoa (R),227
31MAR2022,QLD,Toowoomba,Murweh (S),97
31MAR2022,QLD,Toowoomba,Paroo (S),28
31MAR2022,QLD,Toowoomba,Quilpie (S),21
31MAR2022,QLD,Toowoomba,Southern Downs (R),898
31MAR2022,QLD,Toowoomba,Toowoomba (R),4534
31MAR2022,QLD,Toowoomba,Western Downs (R),729
31MAR2022,QLD,Townsville,Burdekin (S),353
31MAR2022,QLD,Townsville,Carpentaria (S),52
31MAR2022,QLD,Townsville,Charters Towers (R),240
31MAR2022,QLD,Townsville,Cloncurry (S),25
31MAR2022,QLD,Townsville,Doomadgee (S),42
31MAR2022,QLD,Townsville,Flinders (S) (Qld),23
31MAR2022,QLD,Townsville,Hinchinbrook (S),225
31MAR2022,QLD,Townsville,Mornington (S),22
31MAR2022,QLD,Townsville,Mount Isa (C),310
31MAR2022,QLD,Townsville,Palm Island (S),67
31MAR2022,QLD,Townsville,Townsville (C),4986
31MAR2022,SA,Adelaide Hills,Adelaide Hills (DC),686
31MAR2022,SA,Adelaide Hills,Mount Barker (DC),1026
31MAR2022,SA,"Barossa, Light and Lower North",Adelaide Plains (DC),257
31MAR2022,SA,"Barossa, Light and Lower North",Barossa (DC),612
31MAR2022,SA,"Barossa, Light and Lower North",Gawler (T),891
31MAR2022,SA,"Barossa, Light and Lower North",Light (RegC),418
31MAR2022,SA,Eastern Adelaide,Adelaide (C),404
31MAR2022,SA,Eastern Adelaide,Burnside (C),712
31MAR2022,SA,Eastern Adelaide,Campbelltown (C) (SA),1121
31MAR2022,SA,Eastern Adelaide,Norwood Payneham St Peters (C),567
31MAR2022,SA,Eastern Adelaide,Prospect (C),398
31MAR2022,SA,Eastern Adelaide,Unley (C),616
31MAR2022,SA,Eastern Adelaide,Walkerville (M),108
31MAR2022,SA,Eyre and Western,Ceduna (DC),78
31MAR2022,SA,Eyre and Western,Cleve (DC),32
31MAR2022,SA,Eyre and Western,Kimba (DC),20
31MAR2022,SA,Eyre and Western,Lower Eyre Peninsula (DC),97
31MAR2022,SA,Eyre and Western,Port Lincoln (C),448
31MAR2022,SA,Eyre and Western,Tumby Bay (DC),60
31MAR2022,SA,Eyre and Western,Whyalla (C),584
31MAR2022,SA,Far North (SA),Anangu Pitjantjatjara (AC),122
31MAR2022,SA,Far North (SA),Flinders Ranges (DC),28
31MAR2022,SA,Far North (SA),Port Augusta (C),321
31MAR2022,SA,Far North (SA),Roxby Downs (M),37
31MAR2022,SA,Fleurieu and Kangaroo Island,Alexandrina (DC),679
31MAR2022,SA,Fleurieu and Kangaroo Island,Kangaroo Island (DC),81
31MAR2022,SA,Fleurieu and Kangaroo Island,Victor Harbor (C),390
31MAR2022,SA,Fleurieu and Kangaroo Island,Yankalilla (DC),103
31MAR2022,SA,Limestone Coast,Grant (DC),154
31MAR2022,SA,Limestone Coast,Kingston (DC) (SA),31
31MAR2022,SA,Limestone Coast,Mount Gambier (C),825
31MAR2022,SA,Limestone Coast,Naracoorte and Lucindale (DC),138
31MAR2022,SA,Limestone Coast,Tatiara (DC),73
31MAR2022,SA,Limestone Coast,Wattle Range (DC),258
31MAR2022,SA,Murray and Mallee,Berri and Barmera (DC),338
31MAR2022,SA,Murray and Mallee,Karoonda East Murray (DC),21
31MAR2022,SA,Murray and Mallee,Loxton Waikerie (DC),284
31MAR2022,SA,Murray and Mallee,Mid Murray (DC),180
31MAR2022,SA,Murray and Mallee,Murray Bridge (RC),730
31MAR2022,SA,Murray and Mallee,Renmark Paringa (DC),206
31MAR2022,SA,Murray and Mallee,Southern Mallee (DC),21
31MAR2022,SA,Murray and Mallee,The Coorong (DC),102
31MAR2022,SA,Northern Adelaide,Playford (C),4419
31MAR2022,SA,Northern Adelaide,Port Adelaide Enfield (C),3863
31MAR2022,SA,Northern Adelaide,Salisbury (C),4676
31MAR2022,SA,Northern Adelaide,Tea Tree Gully (C),2406
31MAR2022,SA,Other,Other,107
31MAR2022,SA,Southern Adelaide,Holdfast Bay (C),837
31MAR2022,SA,Southern Adelaide,Marion (C),2557
31MAR2022,SA,Southern Adelaide,Mitcham (C),1412
31MAR2022,SA,Southern Adelaide,Onkaparinga (C),5022
31MAR2022,SA,Unincorporated SA,Unincorporated SA,29
31MAR2022,SA,Western Adelaide,Charles Sturt (C),2791
31MAR2022,SA,Western Adelaide,West Torrens (C),1161
31MAR2022,SA,Yorke and Mid North,Barunga West (DC),43
31MAR2022,SA,Yorke and Mid North,Clare and Gilbert Valleys (DC),174
31MAR2022,SA,Yorke and Mid North,Copper Coast (DC),393
31MAR2022,SA,Yorke and Mid North,Goyder (DC),101
31MAR2022,SA,Yorke and Mid North,Mount Remarkable (DC),41
31MAR2022,SA,Yorke and Mid North,Northern Areas (DC),76
31MAR2022,SA,Yorke and Mid North,Peterborough (DC),39
31MAR2022,SA,Yorke and Mid North,Port Pirie City and Dists (M),527
31MAR2022,SA,Yorke and Mid North,Wakefield (DC),197
31MAR2022,SA,Yorke and Mid North,Yorke Peninsula (DC),181
31MAR2022,TAS,Other,Other,43
31MAR2022,TAS,TAS North,Break O'Day (M),135
31MAR2022,TAS,TAS North,Dorset (M),114
31MAR2022,TAS,TAS North,George Town (M),180
31MAR2022,TAS,TAS North,Launceston (C),1810
31MAR2022,TAS,TAS North,Meander Valley (M),419
31MAR2022,TAS,TAS North,Northern Midlands (M),265
31MAR2022,TAS,TAS North,West Tamar (M),466
31MAR2022,TAS,TAS North West,Burnie (C),540
31MAR2022,TAS,TAS North West,Central Coast (M) (Tas.),488
31MAR2022,TAS,TAS North West,Circular Head (M),134
31MAR2022,TAS,TAS North West,Devonport (C),753
31MAR2022,TAS,TAS North West,Kentish (M),121
31MAR2022,TAS,TAS North West,Latrobe (M) (Tas.),209
31MAR2022,TAS,TAS North West,Waratah/Wynyard (M),356
31MAR2022,TAS,TAS North West,West Coast (M),93
31MAR2022,TAS,TAS South East,Brighton (M),565
31MAR2022,TAS,TAS South East,Clarence (C),1246
31MAR2022,TAS,TAS South East,Derwent Valley (M),310
31MAR2022,TAS,TAS South East,Glamorgan/Spring Bay (M),45
31MAR2022,TAS,TAS South East,Sorell (M),295
31MAR2022,TAS,TAS South East,Southern Midlands (M),122
31MAR2022,TAS,TAS South East,Tasman (M),34
31MAR2022,TAS,TAS South West,Glenorchy (C),1415
31MAR2022,TAS,TAS South West,Hobart (C),767
31MAR2022,TAS,TAS South West,Huon Valley (M),302
31MAR2022,TAS,TAS South West,Kingborough (M),605
31MAR2022,VIC,Barwon,Colac-Otway (S),678
31MAR2022,VIC,Barwon,Greater Geelong (C),8479
31MAR2022,VIC,Barwon,Queenscliffe (B),37
31MAR2022,VIC,Barwon,Surf Coast (S),548
31MAR2022,VIC,Bayside Peninsula,Bayside (C),1278
31MAR2022,VIC,Bayside Peninsula,Frankston (C),3973
31MAR2022,VIC,Bayside Peninsula,Glen Eira (C),2300
31MAR2022,VIC,Bayside Peninsula,Kingston (C) (Vic.),2974
31MAR2022,VIC,Bayside Peninsula,Mornington Peninsula (S),3664
31MAR2022,VIC,Bayside Peninsula,Port Phillip (C),1556
31MAR2022,VIC,Bayside Peninsula,Stonnington (C),1064
31MAR2022,VIC,Brimbank Melton,Brimbank (C),4317
31MAR2022,VIC,Brimbank Melton,Melton (C),4526
31MAR2022,VIC,Central Highlands,Ararat (RC),372
31MAR2022,VIC,Central Highlands,Ballarat (C),3176
31MAR2022,VIC,Central Highlands,Golden Plains (S),593
31MAR2022,VIC,Central Highlands,Hepburn (S),279
31MAR2022,VIC,Central Highlands,Moorabool (S),857
31MAR2022,VIC,Central Highlands,Pyrenees (S),146
31MAR2022,VIC,Goulburn,Greater Shepparton (C),1784
31MAR2022,VIC,Goulburn,Mitchell (S),1055
31MAR2022,VIC,Goulburn,Moira (S),709
31MAR2022,VIC,Goulburn,Murrindindi (S),262
31MAR2022,VIC,Goulburn,Strathbogie (S),181
31MAR2022,VIC,Hume Moreland,Hume (C),6410
31MAR2022,VIC,Hume Moreland,Moreland (C),3230
31MAR2022,VIC,Inner East Melbourne,Boroondara (C),2136
31MAR2022,VIC,Inner East Melbourne,Manningham (C),1848
31MAR2022,VIC,Inner East Melbourne,Monash (C),2823
31MAR2022,VIC,Inner East Melbourne,Whitehorse (C),3128
31MAR2022,VIC,Inner Gippsland,Bass Coast (S),781
31MAR2022,VIC,Inner Gippsland,Baw Baw (S),1348
31MAR2022,VIC,Inner Gippsland,Latrobe (C) (Vic.),2435
31MAR2022,VIC,Inner Gippsland,South Gippsland (S),653
31MAR2022,VIC,Loddon,Campaspe (S),1032
31MAR2022,VIC,Loddon,Central Goldfields (S),432
31MAR2022,VIC,Loddon,Greater Bendigo (C),4137
31MAR2022,VIC,Loddon,Loddon (S),139
31MAR2022,VIC,Loddon,Macedon Ranges (S),1090
31MAR2022,VIC,Loddon,Mount Alexander (S),441
31MAR2022,VIC,Mallee,Buloke (S),129
31MAR2022,VIC,Mallee,Gannawarra (S),204
31MAR2022,VIC,Mallee,Mildura (RC),1483
31MAR2022,VIC,Mallee,Swan Hill (RC),477
31MAR2022,VIC,North East Melbourne,Banyule (C),2825
31MAR2022,VIC,North East Melbourne,Darebin (C),3237
31MAR2022,VIC,North East Melbourne,Nillumbik (S),1176
31MAR2022,VIC,North East Melbourne,Whittlesea (C),4705
31MAR2022,VIC,North East Melbourne,Yarra (C),1305
31MAR2022,VIC,Other,Other,<11
31MAR2022,VIC,Outer East Melbourne,Knox (C),3309
31MAR2022,VIC,Outer East Melbourne,Maroondah (C),3026
31MAR2022,VIC,Outer East Melbourne,Yarra Ranges (S),3540
31MAR2022,VIC,Outer Gippsland,East Gippsland (S),1237
31MAR2022,VIC,Outer Gippsland,Wellington (S),1110
31MAR2022,VIC,Ovens Murray,Alpine (S),196
31MAR2022,VIC,Ovens Murray,Benalla (RC),393
31MAR2022,VIC,Ovens Murray,Indigo (S),318
31MAR2022,VIC,Ovens Murray,Mansfield (S),146
31MAR2022,VIC,Ovens Murray,Towong (S),123
31MAR2022,VIC,Ovens Murray,Wangaratta (RC),841
31MAR2022,VIC,Ovens Murray,Wodonga (C),1501
31MAR2022,VIC,Southern Melbourne,Cardinia (S),2444
31MAR2022,VIC,Southern Melbourne,Casey (C),7262
31MAR2022,VIC,Southern Melbourne,Greater Dandenong (C),3096
31MAR2022,VIC,Western District,Corangamite (S),398
31MAR2022,VIC,Western District,Glenelg (S),450
31MAR2022,VIC,Western District,Hindmarsh (S),106
31MAR2022,VIC,Western District,Horsham (RC),590
31MAR2022,VIC,Western District,Moyne (S),332
31MAR2022,VIC,Western District,Northern Grampians (S),315
31MAR2022,VIC,Western District,Southern Grampians (S),373
31MAR2022,VIC,Western District,Warrnambool (C),1122
31MAR2022,VIC,Western District,West Wimmera (S),59
31MAR2022,VIC,Western District,Yarriambiack (S),189
31MAR2022,VIC,Western Melbourne,Hobsons Bay (C),1811
31MAR2022,VIC,Western Melbourne,Maribyrnong (C),1668
31MAR2022,VIC,Western Melbourne,Melbourne (C),1273
31MAR2022,VIC,Western Melbourne,Moonee Valley (C),2022
31MAR2022,VIC,Western Melbourne,Wyndham (C),6224
31MAR2022,WA,Central North Metro,Cambridge (T),292
31MAR2022,WA,Central North Metro,Claremont (T),145
31MAR2022,WA,Central North Metro,Cottesloe (T),48
31MAR2022,WA,Central North Metro,Mosman Park (T),143
31MAR2022,WA,Central North Metro,Nedlands (C),338
31MAR2022,WA,Central North Metro,Perth (C),283
31MAR2022,WA,Central North Metro,Stirling (C),3262
31MAR2022,WA,Central North Metro,Subiaco (C),224
31MAR2022,WA,Central North Metro,Vincent (C),407
31MAR2022,WA,Central South Metro,Cockburn (C),2144
31MAR2022,WA,Central South Metro,East Fremantle (T),75
31MAR2022,WA,Central South Metro,Fremantle (C),476
31MAR2022,WA,Central South Metro,Kwinana (C),1028
31MAR2022,WA,Central South Metro,Melville (C),1415
31MAR2022,WA,Central South Metro,South Perth (C),522
31MAR2022,WA,Goldfields-Esperance,Coolgardie (S),48
31MAR2022,WA,Goldfields-Esperance,Esperance (S),224
31MAR2022,WA,Goldfields-Esperance,Kalgoorlie/Boulder (C),393
31MAR2022,WA,Goldfields-Esperance,Ngaanyatjarraku (S),29
31MAR2022,WA,Great Southern,Albany (C),787
31MAR2022,WA,Great Southern,Denmark (S),76
31MAR2022,WA,Great Southern,Katanning (S),53
31MAR2022,WA,Great Southern,Kojonup (S),22
31MAR2022,WA,Great Southern,Plantagenet (S),80
31MAR2022,WA,Kimberley-Pilbara,Ashburton (S),47
31MAR2022,WA,Kimberley-Pilbara,Broome (S),349
31MAR2022,WA,Kimberley-Pilbara,Derby-West Kimberley (S),185
31MAR2022,WA,Kimberley-Pilbara,East Pilbara (S),81
31MAR2022,WA,Kimberley-Pilbara,Halls Creek (S),90
31MAR2022,WA,Kimberley-Pilbara,Karratha (C),307
31MAR2022,WA,Kimberley-Pilbara,Port Hedland (T),232
31MAR2022,WA,Kimberley-Pilbara,Wyndham-East Kimberley (S),128
31MAR2022,WA,Midwest-Gascoyne,Carnarvon (S),60
31MAR2022,WA,Midwest-Gascoyne,Chapman Valley (S),20
31MAR2022,WA,Midwest-Gascoyne,Exmouth (S),22
31MAR2022,WA,Midwest-Gascoyne,Greater Geraldton (C),837
31MAR2022,WA,Midwest-Gascoyne,Irwin (S),40
31MAR2022,WA,Midwest-Gascoyne,Northampton (S),42
31MAR2022,WA,North East Metro,Bassendean (T),442
31MAR2022,WA,North East Metro,Bayswater (C),1117
31MAR2022,WA,North East Metro,Kalamunda (C),1126
31MAR2022,WA,North East Metro,Mundaring (S),749
31MAR2022,WA,North East Metro,Swan (C),3534
31MAR2022,WA,North Metro,Joondalup (C),2285
31MAR2022,WA,North Metro,Wanneroo (C),3640
31MAR2022,WA,Other,Other,502
31MAR2022,WA,South East Metro,Belmont (C),696
31MAR2022,WA,South East Metro,Canning (C),1473
31MAR2022,WA,South East Metro,Gosnells (C),2331
31MAR2022,WA,South East Metro,Victoria Park (T),628
31MAR2022,WA,South Metro,Armadale (C),1926
31MAR2022,WA,South Metro,Mandurah (C),1619
31MAR2022,WA,South Metro,Murray (S),340
31MAR2022,WA,South Metro,Rockingham (C),2657
31MAR2022,WA,South Metro,Serpentine-Jarrahdale (S),463
31MAR2022,WA,South West,Augusta-Margaret River (S),284
31MAR2022,WA,South West,Boyup Brook (S),23
31MAR2022,WA,South West,Bridgetown-Greenbushes (S),149
31MAR2022,WA,South West,Bunbury (C),809
31MAR2022,WA,South West,Busselton (C),832
31MAR2022,WA,South West,Capel (S),323
31MAR2022,WA,South West,Collie (S),187
31MAR2022,WA,South West,Dardanup (S),262
31MAR2022,WA,South West,Donnybrook-Balingup (S),130
31MAR2022,WA,South West,Harvey (S),485
31MAR2022,WA,South West,Manjimup (S),223
31MAR2022,WA,South West,Waroona (S),52
31MAR2022,WA,Wheat Belt,Beverley (S),24
31MAR2022,WA,Wheat Belt,Chittering (S),96
31MAR2022,WA,Wheat Belt,Cunderdin (S),22
31MAR2022,WA,Wheat Belt,Dandaragan (S),44
31MAR2022,WA,Wheat Belt,Gingin (S),56
31MAR2022,WA,Wheat Belt,Kellerberrin (S),26
31MAR2022,WA,Wheat Belt,Merredin (S),48
31MAR2022,WA,Wheat Belt,Moora (S),38
31MAR2022,WA,Wheat Belt,Narrogin (S),78
31MAR2022,WA,Wheat Belt,Northam (S),215
31MAR2022,WA,Wheat Belt,Pingelly (S),30
31MAR2022,WA,Wheat Belt,Toodyay (S),61
31MAR2022,WA,Wheat Belt,York (S),46
31DEC2021,ACT,ACT,Unincorporated ACT,8966
31DEC2021,ACT,Other,Other,<11
31DEC2021,MIS,Other,Other,14
31DEC2021,NSW,Central Coast,Central Coast (C) (NSW),8799
31DEC2021,NSW,Far West,Balranald (A),44
31DEC2021,NSW,Far West,Broken Hill (C),463
31DEC2021,NSW,Far West,Central Darling (A),37
31DEC2021,NSW,Far West,Wentworth (A),150
31DEC2021,NSW,Hunter New England,Armidale Regional (A),637
31DEC2021,NSW,Hunter New England,Cessnock (C),1949
31DEC2021,NSW,Hunter New England,Dungog (A),237
31DEC2021,NSW,Hunter New England,Glen Innes Severn (A),172
31DEC2021,NSW,Hunter New England,Gunnedah (A),270
31DEC2021,NSW,Hunter New England,Gwydir (A),87
